shift_player_key,shift_key,game_id,season_id,shift_index,player_id,player_name,player_number,venue,slot,position,team_name,team_id,period,shift_duration,player_rating,opp_avg_rating,rating_advantage,gf_all,ga_all,pm_all,gf_adj,ga_adj,pm_adj,cf,ca,cf_pct,cf_adj,ca_adj,logical_shift_number,cumulative_duration,shift_duration_id
SP1896900062HD1,SH1896900062,18969,N20252026F,62,P100025,Andrew Marshall,21,home,defense_1,D1,Platinum,N10008,2.0,4.0,4,3.8,0.2000000000000001,0,0,0,0.0,0.0,0.0,0,0,50.0,0.0,0.0,6,1011.0,SD01
SP1896900067HD2,SH1896900067,18969,N20252026F,67,P100025,Andrew Marshall,21,home,defense_2,D2,Platinum,N10008,3.0,52.0,4,4.2,-0.2000000000000001,0,0,0,0.0,0.0,0.0,0,2,0.0,0.0,1.9047619047619049,7,1063.0,SD03
SP1896900068HD2,SH1896900068,18969,N20252026F,68,P100025,Andrew Marshall,21,home,defense_2,D2,Platinum,N10008,3.0,16.0,4,4.0,0.0,0,0,0,0.0,0.0,0.0,0,2,0.0,0.0,2.0,7,1079.0,SD01
SP1896900069HD2,SH1896900069,18969,N20252026F,69,P100025,Andrew Marshall,21,home,defense_2,D2,Platinum,N10008,3.0,17.0,4,4.0,0.0,0,0,0,0.0,0.0,0.0,0,0,50.0,0.0,0.0,7,1096.0,SD01
SP1896900070HD2,SH1896900070,18969,N20252026F,70,P100025,Andrew Marshall,21,home,defense_2,D2,Platinum,N10008,3.0,11.0,4,3.8,0.2000000000000001,0,0,0,0.0,0.0,0.0,0,0,50.0,0.0,0.0,7,1107.0,SD01
SP1896900071HD2,SH1896900071,18969,N20252026F,71,P100025,Andrew Marshall,21,home,defense_2,D2,Platinum,N10008,3.0,7.0,4,3.8,0.2000000000000001,0,0,0,0.0,0.0,0.0,0,0,50.0,0.0,0.0,7,1114.0,SD01
SP1896900072HD2,SH1896900072,18969,N20252026F,72,P100025,Andrew Marshall,21,home,defense_2,D2,Platinum,N10008,3.0,63.0,4,4.0,0.0,0,0,0,0.0,0.0,0.0,0,3,0.0,0.0,3.0,7,1177.0,SD04
SP1896900076HD2,SH1896900076,18969,N20252026F,76,P100025,Andrew Marshall,21,home,defense_2,D2,Platinum,N10008,3.0,32.0,4,3.8,0.2000000000000001,0,0,0,0.0,0.0,0.0,0,0,50.0,0.0,0.0,8,1209.0,SD02
SP1896900077HD2,SH1896900077,18969,N20252026F,77,P100025,Andrew Marshall,21,home,defense_2,D2,Platinum,N10008,3.0,61.0,4,3.8,0.2000000000000001,0,0,0,0.0,0.0,0.0,0,1,0.0,0.0,1.0526315789473684,8,1270.0,SD04
SP1896900078HD2,SH1896900078,18969,N20252026F,78,P100025,Andrew Marshall,21,home,defense_2,D2,Platinum,N10008,3.0,42.0,4,4.0,0.0,0,0,0,0.0,0.0,0.0,1,1,50.0,1.0,1.0,8,1312.0,SD02
SP1896900079HD2,SH1896900079,18969,N20252026F,79,P100025,Andrew Marshall,21,home,defense_2,D2,Platinum,N10008,3.0,9.0,4,4.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,8,1321.0,SD01
SP1896900080HD2,SH1896900080,18969,N20252026F,80,P100025,Andrew Marshall,21,home,defense_2,D2,Platinum,N10008,3.0,11.0,4,4.2,-0.2000000000000001,0,0,0,0.0,0.0,0.0,0,0,50.0,0.0,0.0,8,1332.0,SD01
SP1896900086HD1,SH1896900086,18969,N20252026F,86,P100025,Andrew Marshall,21,home,defense_1,D1,Platinum,N10008,3.0,45.0,4,3.6,0.3999999999999999,0,0,0,0.0,0.0,0.0,2,0,100.0,1.8,0.0,9,1377.0,SD03
SP1896900087HD1,SH1896900087,18969,N20252026F,87,P100025,Andrew Marshall,21,home,defense_1,D1,Platinum,N10008,3.0,24.0,4,3.6,0.3999999999999999,0,0,0,0.0,0.0,0.0,1,0,100.0,0.9,0.0,9,1401.0,SD01
SP1896900088HD2,SH1896900088,18969,N20252026F,88,P100025,Andrew Marshall,21,home,defense_2,D2,Platinum,N10008,3.0,58.0,4,3.8,0.2000000000000001,0,0,0,0.0,0.0,0.0,2,1,66.66666666666666,1.9,1.0526315789473684,9,1459.0,SD03
SP1896900094HD1,SH1896900094,18969,N20252026F,94,P100025,Andrew Marshall,21,home,defense_1,D1,Platinum,N10008,3.0,15.0,4,4.0,0.0,0,0,0,0.0,0.0,0.0,0,1,0.0,0.0,1.0,10,1474.0,SD01
SP1896900095HD1,SH1896900095,18969,N20252026F,95,P100025,Andrew Marshall,21,home,defense_1,D1,Platinum,N10008,3.0,10.0,4,3.8,0.2000000000000001,0,0,0,0.0,0.0,0.0,0,1,0.0,0.0,1.0526315789473684,10,1484.0,SD01
SP1896900097HD1,SH1896900097,18969,N20252026F,97,P100025,Andrew Marshall,21,home,defense_1,D1,Platinum,N10008,3.0,24.0,4,4.666666666666667,-0.666666666666667,0,0,0,0.0,0.0,0.0,0,1,0.0,0.0,0.8571428571428571,11,1508.0,SD01
SP1896900098HD1,SH1896900098,18969,N20252026F,98,P100025,Andrew Marshall,21,home,defense_1,D1,Platinum,N10008,3.0,58.0,4,4.8,-0.7999999999999998,0,0,0,0.0,0.0,0.0,0,1,0.0,0.0,0.8333333333333334,11,1566.0,SD03
SP1896900001HF3,SH1896900001,18969,N20252026F,1,P100027,Karen Zietlow,12,home,forward_3,F3,Platinum,N10008,1.0,82.0,2,4.0,-2.0,0,0,0,0.0,0.0,0.0,2,2,50.0,2.0,2.0,1,82.0,SD04
SP1896900011HF2,SH1896900011,18969,N20252026F,11,P100027,Karen Zietlow,12,home,forward_2,F2,Platinum,N10008,1.0,25.0,2,4.0,-2.0,1,0,1,1.0,0.0,1.0,1,1,50.0,1.0,1.0,2,107.0,SD01
SP1896900012HF2,SH1896900012,18969,N20252026F,12,P100027,Karen Zietlow,12,home,forward_2,F2,Platinum,N10008,1.0,35.0,2,3.8,-1.7999999999999998,0,0,0,0.0,0.0,0.0,0,0,50.0,0.0,0.0,2,142.0,SD02
SP1896900013HF2,SH1896900013,18969,N20252026F,13,P100027,Karen Zietlow,12,home,forward_2,F2,Platinum,N10008,1.0,52.0,2,3.8,-1.7999999999999998,0,0,0,0.0,0.0,0.0,1,1,50.0,0.95,1.0526315789473684,2,194.0,SD03
SP1896900022HF2,SH1896900022,18969,N20252026F,22,P100027,Karen Zietlow,12,home,forward_2,F2,Platinum,N10008,1.0,57.0,2,4.2,-2.2,0,0,0,0.0,0.0,0.0,1,0,100.0,1.05,0.0,3,251.0,SD03
SP1896900023HF2,SH1896900023,18969,N20252026F,23,P100027,Karen Zietlow,12,home,forward_2,F2,Platinum,N10008,1.0,37.0,2,3.8,-1.7999999999999998,0,1,-1,0.0,1.0526315789473684,-1.0526315789473684,2,1,66.66666666666666,1.9,1.0526315789473684,3,288.0,SD02
SP1896900024HF2,SH1896900024,18969,N20252026F,24,P100027,Karen Zietlow,12,home,forward_2,F2,Platinum,N10008,1.0,61.0,2,3.8,-1.7999999999999998,0,0,0,0.0,0.0,0.0,3,1,75.0,2.85,1.0526315789473684,3,349.0,SD04
SP1896900029HF2,SH1896900029,18969,N20252026F,29,P100027,Karen Zietlow,12,home,forward_2,F2,Platinum,N10008,1.0,59.0,2,4.0,-2.0,0,0,0,0.0,0.0,0.0,0,0,50.0,0.0,0.0,4,408.0,SD03
SP1896900031HF2,SH1896900031,18969,N20252026F,31,P100027,Karen Zietlow,12,home,forward_2,F2,Platinum,N10008,2.0,49.0,2,3.8,-1.7999999999999998,0,0,0,0.0,0.0,0.0,1,1,50.0,0.95,1.0526315789473684,5,457.0,SD03
SP1896900032HF2,SH1896900032,18969,N20252026F,32,P100027,Karen Zietlow,12,home,forward_2,F2,Platinum,N10008,2.0,19.0,2,3.8,-1.7999999999999998,0,0,0,0.0,0.0,0.0,0,0,50.0,0.0,0.0,5,476.0,SD01
SP1896900033HF2,SH1896900033,18969,N20252026F,33,P100027,Karen Zietlow,12,home,forward_2,F2,Platinum,N10008,2.0,17.0,2,3.8,-1.7999999999999998,0,0,0,0.0,0.0,0.0,1,1,50.0,0.95,1.0526315789473684,5,493.0,SD01
SP1896900039HF2,SH1896900039,18969,N20252026F,39,P100027,Karen Zietlow,12,home,forward_2,F2,Platinum,N10008,2.0,99.0,2,4.0,-2.0,0,0,0,0.0,0.0,0.0,1,3,25.0,1.0,3.0,6,592.0,SD05
SP1896900040HF2,SH1896900040,18969,N20252026F,40,P100027,Karen Zietlow,12,home,forward_2,F2,Platinum,N10008,2.0,20.0,2,4.2,-2.2,0,0,0,0.0,0.0,0.0,0,0,50.0,0.0,0.0,6,612.0,SD01
SP1896900041HF2,SH1896900041,18969,N20252026F,41,P100027,Karen Zietlow,12,home,forward_2,F2,Platinum,N10008,2.0,4.0,2,4.4,-2.4000000000000004,0,0,0,0.0,0.0,0.0,0,0,50.0,0.0,0.0,6,616.0,SD01
SP1896900042HF2,SH1896900042,18969,N20252026F,42,P100027,Karen Zietlow,12,home,forward_2,F2,Platinum,N10008,2.0,29.0,2,4.0,-2.0,0,0,0,0.0,0.0,0.0,0,1,0.0,0.0,1.0,6,645.0,SD01
SP1896900053HF2,SH1896900053,18969,N20252026F,53,P100027,Karen Zietlow,12,home,forward_2,F2,Platinum,N10008,2.0,124.0,2,4.2,-2.2,0,0,0,0.0,0.0,0.0,2,1,66.66666666666666,2.1,0.9523809523809524,7,769.0,SD05
SP1896900054HF2,SH1896900054,18969,N20252026F,54,P100027,Karen Zietlow,12,home,forward_2,F2,Platinum,N10008,2.0,16.0,2,4.2,-2.2,0,0,0,0.0,0.0,0.0,0,0,50.0,0.0,0.0,7,785.0,SD01
SP1896900066HF2,SH1896900066,18969,N20252026F,66,P100027,Karen Zietlow,12,home,forward_2,F2,Platinum,N10008,3.0,48.0,2,4.0,-2.0,0,0,0,0.0,0.0,0.0,2,0,100.0,2.0,0.0,8,833.0,SD03
SP1896900067HF2,SH1896900067,18969,N20252026F,67,P100027,Karen Zietlow,12,home,forward_2,F2,Platinum,N10008,3.0,52.0,2,4.2,-2.2,0,0,0,0.0,0.0,0.0,0,2,0.0,0.0,1.9047619047619049,8,885.0,SD03
SP1896900068HF2,SH1896900068,18969,N20252026F,68,P100027,Karen Zietlow,12,home,forward_2,F2,Platinum,N10008,3.0,16.0,2,4.0,-2.0,0,0,0,0.0,0.0,0.0,0,2,0.0,0.0,2.0,8,901.0,SD01
SP1896900069HF2,SH1896900069,18969,N20252026F,69,P100027,Karen Zietlow,12,home,forward_2,F2,Platinum,N10008,3.0,17.0,2,4.0,-2.0,0,0,0,0.0,0.0,0.0,0,0,50.0,0.0,0.0,8,918.0,SD01
SP1896900070HF2,SH1896900070,18969,N20252026F,70,P100027,Karen Zietlow,12,home,forward_2,F2,Platinum,N10008,3.0,11.0,2,3.8,-1.7999999999999998,0,0,0,0.0,0.0,0.0,0,0,50.0,0.0,0.0,8,929.0,SD01
SP1896900076HF2,SH1896900076,18969,N20252026F,76,P100027,Karen Zietlow,12,home,forward_2,F2,Platinum,N10008,3.0,32.0,2,3.8,-1.7999999999999998,0,0,0,0.0,0.0,0.0,0,0,50.0,0.0,0.0,9,961.0,SD02
SP1896900077HF2,SH1896900077,18969,N20252026F,77,P100027,Karen Zietlow,12,home,forward_2,F2,Platinum,N10008,3.0,61.0,2,3.8,-1.7999999999999998,0,0,0,0.0,0.0,0.0,0,1,0.0,0.0,1.0526315789473684,9,1022.0,SD04
SP1896900078HF2,SH1896900078,18969,N20252026F,78,P100027,Karen Zietlow,12,home,forward_2,F2,Platinum,N10008,3.0,42.0,2,4.0,-2.0,0,0,0,0.0,0.0,0.0,1,1,50.0,1.0,1.0,9,1064.0,SD02
SP1896900086HF2,SH1896900086,18969,N20252026F,86,P100027,Karen Zietlow,12,home,forward_2,F2,Platinum,N10008,3.0,45.0,2,3.6,-1.6,0,0,0,0.0,0.0,0.0,2,0,100.0,1.8,0.0,10,1109.0,SD03
SP1896900087HF2,SH1896900087,18969,N20252026F,87,P100027,Karen Zietlow,12,home,forward_2,F2,Platinum,N10008,3.0,24.0,2,3.6,-1.6,0,0,0,0.0,0.0,0.0,1,0,100.0,0.9,0.0,10,1133.0,SD01
SP1896900095HF2,SH1896900095,18969,N20252026F,95,P100027,Karen Zietlow,12,home,forward_2,F2,Platinum,N10008,3.0,10.0,2,3.8,-1.7999999999999998,0,0,0,0.0,0.0,0.0,0,1,0.0,0.0,1.0526315789473684,11,1143.0,SD01
SP1896900097HF2,SH1896900097,18969,N20252026F,97,P100027,Karen Zietlow,12,home,forward_2,F2,Platinum,N10008,3.0,24.0,2,4.666666666666667,-2.666666666666667,0,0,0,0.0,0.0,0.0,0,1,0.0,0.0,0.8571428571428571,12,1167.0,SD01
SP1896900098HF2,SH1896900098,18969,N20252026F,98,P100027,Karen Zietlow,12,home,forward_2,F2,Platinum,N10008,3.0,58.0,2,4.8,-2.8,0,0,0,0.0,0.0,0.0,0,1,0.0,0.0,0.8333333333333334,12,1225.0,SD03
SP1896900001HD1,SH1896900001,18969,N20252026F,1,P100030,Jesse Chambless,8,home,defense_1,D1,Platinum,N10008,1.0,82.0,5,4.0,1.0,0,0,0,0.0,0.0,0.0,2,2,50.0,2.0,2.0,1,82.0,SD04
SP1896900007HD1,SH1896900007,18969,N20252026F,7,P100030,Jesse Chambless,8,home,defense_1,D1,Platinum,N10008,1.0,102.0,5,4.2,0.7999999999999998,0,0,0,0.0,0.0,0.0,1,2,33.33333333333333,1.05,1.9047619047619049,2,184.0,SD05
SP1896900008HD1,SH1896900008,18969,N20252026F,8,P100030,Jesse Chambless,8,home,defense_1,D1,Platinum,N10008,1.0,7.0,5,4.0,1.0,0,0,0,0.0,0.0,0.0,0,1,0.0,0.0,1.0,2,191.0,SD01
SP1896900015HD1,SH1896900015,18969,N20252026F,15,P100030,Jesse Chambless,8,home,defense_1,D1,Platinum,N10008,1.0,9.0,5,3.8,1.2000000000000002,0,0,0,0.0,0.0,0.0,0,0,50.0,0.0,0.0,3,200.0,SD01
SP1896900016HD1,SH1896900016,18969,N20252026F,16,P100030,Jesse Chambless,8,home,defense_1,D1,Platinum,N10008,1.0,23.0,5,4.0,1.0,0,0,0,0.0,0.0,0.0,0,0,50.0,0.0,0.0,3,223.0,SD01
SP1896900017HD1,SH1896900017,18969,N20252026F,17,P100030,Jesse Chambless,8,home,defense_1,D1,Platinum,N10008,1.0,6.0,5,4.2,0.7999999999999998,0,0,0,0.0,0.0,0.0,0,0,50.0,0.0,0.0,3,229.0,SD01
SP1896900018HD1,SH1896900018,18969,N20252026F,18,P100030,Jesse Chambless,8,home,defense_1,D1,Platinum,N10008,1.0,7.0,5,4.0,1.0,0,0,0,0.0,0.0,0.0,0,0,50.0,0.0,0.0,3,236.0,SD01
SP1896900019HD1,SH1896900019,18969,N20252026F,19,P100030,Jesse Chambless,8,home,defense_1,D1,Platinum,N10008,1.0,14.0,5,4.0,1.0,0,0,0,0.0,0.0,0.0,0,0,50.0,0.0,0.0,3,250.0,SD01
SP1896900020HD1,SH1896900020,18969,N20252026F,20,P100030,Jesse Chambless,8,home,defense_1,D1,Platinum,N10008,1.0,18.0,5,4.0,1.0,0,0,0,0.0,0.0,0.0,1,1,50.0,1.0,1.0,3,268.0,SD01
SP1896900021HD1,SH1896900021,18969,N20252026F,21,P100030,Jesse Chambless,8,home,defense_1,D1,Platinum,N10008,1.0,56.0,5,4.2,0.7999999999999998,0,0,0,0.0,0.0,0.0,3,0,100.0,3.1500000000000004,0.0,3,324.0,SD03
SP1896900022HD1,SH1896900022,18969,N20252026F,22,P100030,Jesse Chambless,8,home,defense_1,D1,Platinum,N10008,1.0,57.0,5,4.2,0.7999999999999998,0,0,0,0.0,0.0,0.0,1,0,100.0,1.05,0.0,3,381.0,SD03
SP1896900023HD1,SH1896900023,18969,N20252026F,23,P100030,Jesse Chambless,8,home,defense_1,D1,Platinum,N10008,1.0,37.0,5,3.8,1.2000000000000002,0,1,-1,0.0,1.0526315789473684,-1.0526315789473684,2,1,66.66666666666666,1.9,1.0526315789473684,3,418.0,SD02
SP1896900027HD1,SH1896900027,18969,N20252026F,27,P100030,Jesse Chambless,8,home,defense_1,D1,Platinum,N10008,1.0,65.0,5,4.2,0.7999999999999998,0,0,0,0.0,0.0,0.0,0,1,0.0,0.0,0.9523809523809524,4,483.0,SD04
SP1896900028HD1,SH1896900028,18969,N20252026F,28,P100030,Jesse Chambless,8,home,defense_1,D1,Platinum,N10008,1.0,78.0,5,4.2,0.7999999999999998,0,0,0,0.0,0.0,0.0,0,3,0.0,0.0,2.857142857142857,4,561.0,SD04
SP1896900029HD1,SH1896900029,18969,N20252026F,29,P100030,Jesse Chambless,8,home,defense_1,D1,Platinum,N10008,1.0,59.0,5,4.0,1.0,0,0,0,0.0,0.0,0.0,0,0,50.0,0.0,0.0,4,620.0,SD03
SP1896900035HD1,SH1896900035,18969,N20252026F,35,P100030,Jesse Chambless,8,home,defense_1,D1,Platinum,N10008,2.0,19.0,5,4.0,1.0,0,0,0,0.0,0.0,0.0,0,2,0.0,0.0,2.0,5,639.0,SD01
SP1896900036HD1,SH1896900036,18969,N20252026F,36,P100030,Jesse Chambless,8,home,defense_1,D1,Platinum,N10008,2.0,33.0,5,4.2,0.7999999999999998,0,0,0,0.0,0.0,0.0,0,2,0.0,0.0,1.9047619047619049,5,672.0,SD02
SP1896900037HD1,SH1896900037,18969,N20252026F,37,P100030,Jesse Chambless,8,home,defense_1,D1,Platinum,N10008,2.0,95.0,5,3.8,1.2000000000000002,0,0,0,0.0,0.0,0.0,1,1,50.0,0.95,1.0526315789473684,5,767.0,SD05
SP1896900038HD1,SH1896900038,18969,N20252026F,38,P100030,Jesse Chambless,8,home,defense_1,D1,Platinum,N10008,2.0,11.0,5,3.8,1.2000000000000002,0,0,0,0.0,0.0,0.0,0,0,50.0,0.0,0.0,5,778.0,SD01
SP1896900039HD1,SH1896900039,18969,N20252026F,39,P100030,Jesse Chambless,8,home,defense_1,D1,Platinum,N10008,2.0,99.0,5,4.0,1.0,0,0,0,0.0,0.0,0.0,1,3,25.0,1.0,3.0,5,877.0,SD05
SP1896900048HD2,SH1896900048,18969,N20252026F,48,P100030,Jesse Chambless,8,home,defense_2,D2,Platinum,N10008,2.0,7.0,5,4.0,1.0,0,0,0,0.0,0.0,0.0,0,0,50.0,0.0,0.0,6,884.0,SD01
SP1896900049HD2,SH1896900049,18969,N20252026F,49,P100030,Jesse Chambless,8,home,defense_2,D2,Platinum,N10008,2.0,3.0,5,3.8,1.2000000000000002,0,0,0,0.0,0.0,0.0,0,0,50.0,0.0,0.0,6,887.0,SD01
SP1896900050HD2,SH1896900050,18969,N20252026F,50,P100030,Jesse Chambless,8,home,defense_2,D2,Platinum,N10008,2.0,18.0,5,3.8,1.2000000000000002,0,0,0,0.0,0.0,0.0,0,1,0.0,0.0,1.0526315789473684,6,905.0,SD01
SP1896900051HD2,SH1896900051,18969,N20252026F,51,P100030,Jesse Chambless,8,home,defense_2,D2,Platinum,N10008,2.0,39.0,5,3.8,1.2000000000000002,0,0,0,0.0,0.0,0.0,0,1,0.0,0.0,1.0526315789473684,6,944.0,SD02
SP1896900052HD2,SH1896900052,18969,N20252026F,52,P100030,Jesse Chambless,8,home,defense_2,D2,Platinum,N10008,2.0,8.0,5,3.8,1.2000000000000002,0,0,0,0.0,0.0,0.0,0,0,50.0,0.0,0.0,6,952.0,SD01
SP1896900053HD2,SH1896900053,18969,N20252026F,53,P100030,Jesse Chambless,8,home,defense_2,D2,Platinum,N10008,2.0,124.0,5,4.2,0.7999999999999998,0,0,0,0.0,0.0,0.0,2,1,66.66666666666666,2.1,0.9523809523809524,6,1076.0,SD05
SP1896900059HD2,SH1896900059,18969,N20252026F,59,P100030,Jesse Chambless,8,home,defense_2,D2,Platinum,N10008,2.0,32.0,5,3.8,1.2000000000000002,0,0,0,0.0,0.0,0.0,0,0,50.0,0.0,0.0,7,1108.0,SD02
SP1896900060HD2,SH1896900060,18969,N20252026F,60,P100030,Jesse Chambless,8,home,defense_2,D2,Platinum,N10008,2.0,52.0,5,3.6,1.4,0,0,0,0.0,0.0,0.0,0,0,50.0,0.0,0.0,7,1160.0,SD03
SP1896900061HD2,SH1896900061,18969,N20252026F,61,P100030,Jesse Chambless,8,home,defense_2,D2,Platinum,N10008,2.0,11.0,5,3.6,1.4,0,0,0,0.0,0.0,0.0,0,0,50.0,0.0,0.0,7,1171.0,SD01
SP1896900062HD2,SH1896900062,18969,N20252026F,62,P100030,Jesse Chambless,8,home,defense_2,D2,Platinum,N10008,2.0,4.0,5,3.8,1.2000000000000002,0,0,0,0.0,0.0,0.0,0,0,50.0,0.0,0.0,7,1175.0,SD01
SP1896900067HD1,SH1896900067,18969,N20252026F,67,P100030,Jesse Chambless,8,home,defense_1,D1,Platinum,N10008,3.0,52.0,5,4.2,0.7999999999999998,0,0,0,0.0,0.0,0.0,0,2,0.0,0.0,1.9047619047619049,8,1227.0,SD03
SP1896900068HD1,SH1896900068,18969,N20252026F,68,P100030,Jesse Chambless,8,home,defense_1,D1,Platinum,N10008,3.0,16.0,5,4.0,1.0,0,0,0,0.0,0.0,0.0,0,2,0.0,0.0,2.0,8,1243.0,SD01
SP1896900069HD1,SH1896900069,18969,N20252026F,69,P100030,Jesse Chambless,8,home,defense_1,D1,Platinum,N10008,3.0,17.0,5,4.0,1.0,0,0,0,0.0,0.0,0.0,0,0,50.0,0.0,0.0,8,1260.0,SD01
SP1896900070HD1,SH1896900070,18969,N20252026F,70,P100030,Jesse Chambless,8,home,defense_1,D1,Platinum,N10008,3.0,11.0,5,3.8,1.2000000000000002,0,0,0,0.0,0.0,0.0,0,0,50.0,0.0,0.0,8,1271.0,SD01
SP1896900071HD1,SH1896900071,18969,N20252026F,71,P100030,Jesse Chambless,8,home,defense_1,D1,Platinum,N10008,3.0,7.0,5,3.8,1.2000000000000002,0,0,0,0.0,0.0,0.0,0,0,50.0,0.0,0.0,8,1278.0,SD01
SP1896900072HD1,SH1896900072,18969,N20252026F,72,P100030,Jesse Chambless,8,home,defense_1,D1,Platinum,N10008,3.0,63.0,5,4.0,1.0,0,0,0,0.0,0.0,0.0,0,3,0.0,0.0,3.0,8,1341.0,SD04
SP1896900077HD1,SH1896900077,18969,N20252026F,77,P100030,Jesse Chambless,8,home,defense_1,D1,Platinum,N10008,3.0,61.0,5,3.8,1.2000000000000002,0,0,0,0.0,0.0,0.0,0,1,0.0,0.0,1.0526315789473684,9,1402.0,SD04
SP1896900078HD1,SH1896900078,18969,N20252026F,78,P100030,Jesse Chambless,8,home,defense_1,D1,Platinum,N10008,3.0,42.0,5,4.0,1.0,0,0,0,0.0,0.0,0.0,1,1,50.0,1.0,1.0,9,1444.0,SD02
SP1896900079HD1,SH1896900079,18969,N20252026F,79,P100030,Jesse Chambless,8,home,defense_1,D1,Platinum,N10008,3.0,9.0,5,4.0,1.0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,9,1453.0,SD01
SP1896900080HD1,SH1896900080,18969,N20252026F,80,P100030,Jesse Chambless,8,home,defense_1,D1,Platinum,N10008,3.0,11.0,5,4.2,0.7999999999999998,0,0,0,0.0,0.0,0.0,0,0,50.0,0.0,0.0,9,1464.0,SD01
SP1896900085HD2,SH1896900085,18969,N20252026F,85,P100030,Jesse Chambless,8,home,defense_2,D2,Platinum,N10008,3.0,16.0,5,4.0,1.0,0,0,0,0.0,0.0,0.0,1,0,100.0,1.0,0.0,10,1480.0,SD01
SP1896900086HD2,SH1896900086,18969,N20252026F,86,P100030,Jesse Chambless,8,home,defense_2,D2,Platinum,N10008,3.0,45.0,5,3.6,1.4,0,0,0,0.0,0.0,0.0,2,0,100.0,1.8,0.0,10,1525.0,SD03
SP1896900087HD2,SH1896900087,18969,N20252026F,87,P100030,Jesse Chambless,8,home,defense_2,D2,Platinum,N10008,3.0,24.0,5,3.6,1.4,0,0,0,0.0,0.0,0.0,1,0,100.0,0.9,0.0,10,1549.0,SD01
SP1896900092HD2,SH1896900092,18969,N20252026F,92,P100030,Jesse Chambless,8,home,defense_2,D2,Platinum,N10008,3.0,15.0,5,4.4,0.5999999999999996,0,0,0,0.0,0.0,0.0,0,0,50.0,0.0,0.0,11,1564.0,SD01
SP1896900093HD2,SH1896900093,18969,N20252026F,93,P100030,Jesse Chambless,8,home,defense_2,D2,Platinum,N10008,3.0,9.0,5,4.2,0.7999999999999998,0,0,0,0.0,0.0,0.0,0,0,50.0,0.0,0.0,11,1573.0,SD01
SP1896900094HD2,SH1896900094,18969,N20252026F,94,P100030,Jesse Chambless,8,home,defense_2,D2,Platinum,N10008,3.0,15.0,5,4.0,1.0,0,0,0,0.0,0.0,0.0,0,1,0.0,0.0,1.0,11,1588.0,SD01
SP1896900095HD2,SH1896900095,18969,N20252026F,95,P100030,Jesse Chambless,8,home,defense_2,D2,Platinum,N10008,3.0,10.0,5,3.8,1.2000000000000002,0,0,0,0.0,0.0,0.0,0,1,0.0,0.0,1.0526315789473684,11,1598.0,SD01
SP1896900097HD2,SH1896900097,18969,N20252026F,97,P100030,Jesse Chambless,8,home,defense_2,D2,Platinum,N10008,3.0,24.0,5,4.666666666666667,0.333333333333333,0,0,0,0.0,0.0,0.0,0,1,0.0,0.0,0.8571428571428571,12,1622.0,SD01
SP1896900098HD2,SH1896900098,18969,N20252026F,98,P100030,Jesse Chambless,8,home,defense_2,D2,Platinum,N10008,3.0,58.0,5,4.8,0.2000000000000001,0,0,0,0.0,0.0,0.0,0,1,0.0,0.0,0.8333333333333334,12,1680.0,SD03
SP1896900001AF2,SH1896900001,18969,N20252026F,1,P100039,Nicole Downs,75,away,forward_2,F2,Velodrome,N10010,1.0,82.0,2,3.8,-1.7999999999999998,0,0,0,0.0,0.0,0.0,2,2,50.0,1.9,2.1052631578947367,1,82.0,SD04
SP1896900012AF2,SH1896900012,18969,N20252026F,12,P100039,Nicole Downs,75,away,forward_2,F2,Velodrome,N10010,1.0,35.0,2,3.6,-1.6,0,0,0,0.0,0.0,0.0,0,0,50.0,0.0,0.0,2,117.0,SD02
SP1896900013AF2,SH1896900013,18969,N20252026F,13,P100039,Nicole Downs,75,away,forward_2,F2,Velodrome,N10010,1.0,52.0,2,3.6,-1.6,0,0,0,0.0,0.0,0.0,1,1,50.0,0.9,1.1111111111111112,2,169.0,SD03
SP1896900014AF2,SH1896900014,18969,N20252026F,14,P100039,Nicole Downs,75,away,forward_2,F2,Velodrome,N10010,1.0,49.0,2,3.6,-1.6,0,0,0,0.0,0.0,0.0,1,0,100.0,0.0,1.1111111111111112,2,218.0,SD03
SP1896900015AF2,SH1896900015,18969,N20252026F,15,P100039,Nicole Downs,75,away,forward_2,F2,Velodrome,N10010,1.0,9.0,2,4.0,-2.0,0,0,0,0.0,0.0,0.0,0,0,50.0,0.0,0.0,2,227.0,SD01
SP1896900025AF2,SH1896900025,18969,N20252026F,25,P100039,Nicole Downs,75,away,forward_2,F2,Velodrome,N10010,1.0,79.0,2,3.6,-1.6,0,0,0,0.0,0.0,0.0,1,2,33.33333333333333,1.8,1.1111111111111112,3,306.0,SD04
SP1896900026AF2,SH1896900026,18969,N20252026F,26,P100039,Nicole Downs,75,away,forward_2,F2,Velodrome,N10010,1.0,5.0,2,3.6,-1.6,1,0,1,0.9,0.0,0.9,0,1,0.0,0.9,0.0,3,311.0,SD01
SP1896900027AF2,SH1896900027,18969,N20252026F,27,P100039,Nicole Downs,75,away,forward_2,F2,Velodrome,N10010,1.0,65.0,2,4.4,-2.4000000000000004,0,0,0,0.0,0.0,0.0,0,1,0.0,1.1,0.0,3,376.0,SD04
