event_player_key,event_key,game_id,player_id,event_index,player_role,role_number,period,event_type,player_game_number,linked_event_index,tracking_event_index,event_start_min,event_start_sec,event_end_min,event_end_sec,role_abrev,event_team_zone,home_team_zone,away_team_zone,team_venue,team_venue_abv,side_of_puck,sequence_index,play_index,play_detail1,play_detail_2,play_detail_successful,pressured_pressurer,zone_change_index,home_team,away_team,Type,event_detail,event_detail_2,event_successful,shift_index,duration,time_start_total_seconds,time_end_total_seconds,running_intermission_duration,period_start_total_running_seconds,running_video_time,event_running_start,event_running_end,player_team,player_name,play_detail,period_id,venue_id,event_type_id,event_detail_id,event_detail_2_id,success_id,play_detail_success_id,zone_id,play_detail_id,play_detail_2_id,role_id,home_team_id,away_team_id,player_team_id,shift_key
EP1898711082,EV1898702309,18987,P100034,2309.0,event_team_player_1,1.0,3.0,Turnover,18.0,9201.0,9201.0,11.0,21.0,,,e,,,,Away,a,Offensive,,,OffensivePlay_Pass-SecondTouch,OffensivePlay_Zone-Breakout,u,,220.0,Velodrome,Outlaws,Turnover,Turnover_Giveaway,,,89.0,0.0,681.0,681.0,143.0,2303.0,2702.0,2697.0,2702.0,Outlaws,Colin Brewster,OffensivePlay_Pass-SecondTouch,P0003,VN0002,ET0019,ED0048,,,SC0002,,PD0085,P20046,RL0001,N10010,N10007,N10007,SH1898700089
EP1898711083,EV1898702309,18987,P100185,2309.0,event_team_player_2,2.0,3.0,Turnover,77.0,9201.0,9201.0,11.0,21.0,,,e,,,,Away,a,Offensive,,,,,,,220.0,Velodrome,Outlaws,Turnover,Turnover_Giveaway,,,89.0,0.0,681.0,681.0,143.0,2303.0,2702.0,2697.0,2702.0,Outlaws,Samson Leifer,,P0003,VN0002,ET0019,ED0048,,,,,,,RL0002,N10010,N10007,N10007,SH1898700089
EP1898711084,EV1898702310,18987,P100105,2310.0,event_team_player_1,1.0,3.0,Possession,9.0,,2310.0,11.0,15.0,,,e,,,,Home,h,Offensive,,,OffensivePlay_Zone-PuckRetreivalTurnover,,u,,220.0,Velodrome,Outlaws,Possession,PuckRetrieval,,,89.0,0.0,675.0,675.0,143.0,2303.0,2708.0,2703.0,2708.0,Velodrome,Ronnie Pinnell,OffensivePlay_Zone-PuckRetreivalTurnover,P0003,VN0001,ET0013,ED0021,,,SC0002,,PD0116,,RL0001,N10010,N10007,N10010,SH1898700089
EP1898711085,EV1898702311,18987,P100105,2311.0,event_team_player_1,1.0,3.0,Turnover,9.0,,2311.0,11.0,15.0,,,e,,,,Home,h,Offensive,,,Defensive_Zone-AttemptedBreakOutClear,OffensivePlay_Pass-SecondTouch,u,1.0,220.0,Velodrome,Outlaws,Turnover,Turnover_Giveaway,,,89.0,0.0,675.0,675.0,143.0,2303.0,2708.0,2703.0,2708.0,Velodrome,Ronnie Pinnell,Defensive_Zone-AttemptedBreakOutClear,P0003,VN0001,ET0019,ED0048,,,SC0002,,PD0055,P20036,RL0001,N10010,N10007,N10010,SH1898700089
EP1898711086,EV1898702311,18987,P100185,2311.0,opp_team_player_1,1.0,3.0,Turnover,77.0,,2311.0,11.0,15.0,,,o,,,,Home,h,Defensive,,,,,,1.0,220.0,Velodrome,Outlaws,Turnover,Turnover_Giveaway,,,89.0,0.0,675.0,675.0,143.0,2303.0,2708.0,2703.0,2708.0,Outlaws,Samson Leifer,,P0003,VN0001,ET0019,ED0048,,,,,,,RL0008,N10010,N10007,N10007,SH1898700089
EP1898711087,EV1898702312,18987,P100031,2312.0,event_team_player_1,1.0,3.0,Possession,13.0,,2312.0,11.0,13.0,11.0,11.0,e,,,,Away,a,Offensive,,,OffensivePlay_Zone-PuckRetreivalTurnover,,s,,220.0,Velodrome,Outlaws,Possession,PuckRetrieval,,,89.0,2.0,673.0,671.0,143.0,2303.0,2710.0,2705.0,2712.0,Outlaws,Christopher Mihlon,OffensivePlay_Zone-PuckRetreivalTurnover,P0003,VN0002,ET0013,ED0021,,,SC0001,,PD0116,,RL0001,N10010,N10007,N10007,SH1898700089
EP1898711088,EV1898702313,18987,P100031,2313.0,event_team_player_1,1.0,3.0,Pass,13.0,,2313.0,11.0,11.0,,,e,,,,Away,a,Offensive,,,,,,,220.0,Velodrome,Outlaws,Pass,Pass_Deflected,,,89.0,0.0,671.0,671.0,143.0,2303.0,2712.0,2707.0,2712.0,Outlaws,Christopher Mihlon,,P0003,VN0002,ET0009,ED0013,,,,,,,RL0001,N10010,N10007,N10007,SH1898700089
EP1898711089,EV1898702313,18987,P100185,2313.0,event_team_player_2,2.0,3.0,Pass,77.0,,2313.0,11.0,11.0,,,e,,,,Away,a,Offensive,,,,,,1.0,220.0,Velodrome,Outlaws,Pass,Pass_Deflected,,,89.0,0.0,671.0,671.0,143.0,2303.0,2712.0,2707.0,2712.0,Outlaws,Samson Leifer,,P0003,VN0002,ET0009,ED0013,,,,,,,RL0002,N10010,N10007,N10007,SH1898700089
EP1898711090,EV1898702313,18987,P100002,2313.0,opp_team_player_1,1.0,3.0,Pass,91.0,,2313.0,11.0,11.0,,,o,,,,Away,a,Defensive,,,Defensive_PlayPass-InShotPassLane,,s,1.0,220.0,Velodrome,Outlaws,Pass,Pass_Deflected,,,89.0,0.0,671.0,671.0,143.0,2303.0,2712.0,2707.0,2712.0,Velodrome,Kevin White,Defensive_PlayPass-InShotPassLane,P0003,VN0002,ET0009,ED0013,,,SC0001,,PD0025,,RL0008,N10010,N10007,N10010,SH1898700089
EP1898711091,EV1898702314,18987,P100034,2314.0,event_team_player_1,1.0,3.0,Possession,18.0,,2314.0,11.0,5.0,,,e,,,,Away,a,Offensive,,,OffensivePlay_Zone-PuckRecoveryPass,,u,,220.0,Velodrome,Outlaws,Possession,PuckRecovery,,,89.0,0.0,665.0,665.0,143.0,2303.0,2718.0,2713.0,2718.0,Outlaws,Colin Brewster,OffensivePlay_Zone-PuckRecoveryPass,P0003,VN0002,ET0013,ED0020,,,SC0002,,PD0108,,RL0001,N10010,N10007,N10007,SH1898700089
EP1898711092,EV1898702315,18987,P100034,2315.0,event_team_player_1,1.0,3.0,Turnover,18.0,,2315.0,11.0,5.0,,,e,,,,Away,a,Offensive,,,OffensivePlay_Zone-Dump/RimInZone,OffensivePlay_Pass-SecondTouch,u,,220.0,Velodrome,Outlaws,Turnover,Turnover_Giveaway,,,89.0,0.0,665.0,665.0,143.0,2303.0,2718.0,2713.0,2718.0,Outlaws,Colin Brewster,OffensivePlay_Zone-Dump/RimInZone,P0003,VN0002,ET0019,ED0048,,,SC0002,,PD0101,P20036,RL0001,N10010,N10007,N10007,SH1898700089
EP1898711093,EV1898702316,18987,P100201,2316.0,event_team_player_1,1.0,3.0,Possession,42.0,,2316.0,11.0,4.0,11.0,2.0,e,,,,Home,h,Offensive,,,OffensivePlay_Zone-PuckRetreivalTurnover,,s,,220.0,Velodrome,Outlaws,Possession,PuckRetrieval,,,89.0,2.0,664.0,662.0,143.0,2303.0,2719.0,2714.0,2721.0,Velodrome,Garrett Ashcroft,OffensivePlay_Zone-PuckRetreivalTurnover,P0003,VN0001,ET0013,ED0021,,,SC0001,,PD0116,,RL0001,N10010,N10007,N10010,SH1898700089
EP1898711094,EV1898702317,18987,P100201,2317.0,event_team_player_1,1.0,3.0,Possession,42.0,,2317.0,11.0,2.0,11.0,1.0,e,,,,Home,h,Offensive,,,OffensivePlay_Possession-Deke,,s,1.0,220.0,Velodrome,Outlaws,Possession,,,,89.0,1.0,662.0,661.0,143.0,2303.0,2721.0,2716.0,2722.0,Velodrome,Garrett Ashcroft,OffensivePlay_Possession-Deke,P0003,VN0001,ET0013,,,,SC0001,,PD0089,,RL0001,N10010,N10007,N10010,SH1898700089
EP1898711095,EV1898702317,18987,P100031,2317.0,opp_team_player_1,1.0,3.0,Possession,13.0,,2317.0,11.0,2.0,11.0,1.0,o,,,,Home,h,Defensive,,,Defensive_PlayPossession-BeatDeke,,,1.0,220.0,Velodrome,Outlaws,Possession,,,,89.0,1.0,662.0,661.0,143.0,2303.0,2721.0,2716.0,2722.0,Outlaws,Christopher Mihlon,Defensive_PlayPossession-BeatDeke,P0003,VN0001,ET0013,,,,,,PD0029,,RL0008,N10010,N10007,N10007,SH1898700089
EP1898711096,EV1898702318,18987,P100201,2318.0,event_team_player_1,1.0,3.0,Zone_Entry_Exit,42.0,,2318.0,11.0,1.0,11.0,0.0,e,,,,Home,h,Offensive,,,OffensivePlay_Zone-Breakout,,s,,221.0,Velodrome,Outlaws,Zone_Entry_Exit,Zone_Exit,,,89.0,1.0,661.0,660.0,143.0,2303.0,2722.0,2717.0,2723.0,Velodrome,Garrett Ashcroft,OffensivePlay_Zone-Breakout,P0003,VN0001,ET0020,ED0053,,,SC0001,,PD0099,,RL0001,N10010,N10007,N10010,SH1898700089
EP1898711097,EV1898702319,18987,P100201,2319.0,event_team_player_1,1.0,3.0,Possession,42.0,,2319.0,11.0,0.0,10.0,57.0,e,,,,Home,h,Offensive,,,,,,,221.0,Velodrome,Outlaws,Possession,,,,89.0,3.0,660.0,657.0,143.0,2303.0,2723.0,2718.0,2726.0,Velodrome,Garrett Ashcroft,,P0003,VN0001,ET0013,,,,,,,,RL0001,N10010,N10007,N10010,SH1898700089
EP1898711098,EV1898702320,18987,P100201,2320.0,event_team_player_1,1.0,3.0,Zone_Entry_Exit,42.0,,2320.0,10.0,57.0,10.0,55.0,e,,,,Home,h,Offensive,,,OffensivePlay_Possession-DriveWide,,s,1.0,222.0,Velodrome,Outlaws,Zone_Entry_Exit,Zone_Entry,,,89.0,2.0,657.0,655.0,143.0,2303.0,2726.0,2721.0,2728.0,Velodrome,Garrett Ashcroft,OffensivePlay_Possession-DriveWide,P0003,VN0001,ET0020,ED0052,,,SC0001,,PD0095,,RL0001,N10010,N10007,N10010,SH1898700089
EP1898711099,EV1898702320,18987,P100064,2320.0,event_team_player_2,2.0,3.0,Zone_Entry_Exit,55.0,,2320.0,10.0,57.0,10.0,55.0,e,,,,Home,h,Offensive,,,,,,,222.0,Velodrome,Outlaws,Zone_Entry_Exit,Zone_Entry,,,89.0,2.0,657.0,655.0,143.0,2303.0,2726.0,2721.0,2728.0,Velodrome,James Rynearson,,P0003,VN0001,ET0020,ED0052,,,,,,,RL0002,N10010,N10007,N10010,SH1898700089
EP1898711100,EV1898702320,18987,P100132,2320.0,event_team_player_3,3.0,3.0,Zone_Entry_Exit,14.0,,2320.0,10.0,57.0,10.0,55.0,e,,,,Home,h,Offensive,,,,,,,222.0,Velodrome,Outlaws,Zone_Entry_Exit,Zone_Entry,,,89.0,2.0,657.0,655.0,143.0,2303.0,2726.0,2721.0,2728.0,Velodrome,Nick Ciampoli,,P0003,VN0001,ET0020,ED0052,,,,,,,RL0003,N10010,N10007,N10010,SH1898700089
EP1898711101,EV1898702320,18987,P100034,2320.0,opp_team_player_1,1.0,3.0,Zone_Entry_Exit,18.0,,2320.0,10.0,57.0,10.0,55.0,o,,,,Home,h,Defensive,,,,,,1.0,222.0,Velodrome,Outlaws,Zone_Entry_Exit,Zone_Entry,,,89.0,2.0,657.0,655.0,143.0,2303.0,2726.0,2721.0,2728.0,Outlaws,Colin Brewster,,P0003,VN0001,ET0020,ED0052,,,,,,,RL0008,N10010,N10007,N10007,SH1898700089
EP1898711102,EV1898702320,18987,P100128,2320.0,opp_team_player_2,2.0,3.0,Zone_Entry_Exit,68.0,,2320.0,10.0,57.0,10.0,55.0,o,,,,Home,h,Defensive,,,,,,,222.0,Velodrome,Outlaws,Zone_Entry_Exit,Zone_Entry,,,89.0,2.0,657.0,655.0,143.0,2303.0,2726.0,2721.0,2728.0,Outlaws,Brody Keene,,P0003,VN0001,ET0020,ED0052,,,,,,,RL0009,N10010,N10007,N10007,SH1898700089
EP1898711103,EV1898702320,18987,P100033,2320.0,opp_team_player_3,3.0,3.0,Zone_Entry_Exit,44.0,,2320.0,10.0,57.0,10.0,55.0,o,,,,Home,h,Defensive,,,,,,,222.0,Velodrome,Outlaws,Zone_Entry_Exit,Zone_Entry,,,89.0,2.0,657.0,655.0,143.0,2303.0,2726.0,2721.0,2728.0,Outlaws,Taylor Rogalsky,,P0003,VN0001,ET0020,ED0052,,,,,,,RL0010,N10010,N10007,N10007,SH1898700089
EP1898711104,EV1898702321,18987,P100201,2321.0,event_team_player_1,1.0,3.0,Pass,42.0,,2321.0,10.0,54.0,,,e,,,,Home,h,Offensive,,,,,,,222.0,Velodrome,Outlaws,Pass,Pass_Deflected,,,89.0,0.0,654.0,654.0,143.0,2303.0,2729.0,2724.0,2729.0,Velodrome,Garrett Ashcroft,,P0003,VN0001,ET0009,ED0013,,,,,,,RL0001,N10010,N10007,N10010,SH1898700089
EP1898711105,EV1898702321,18987,P100064,2321.0,event_team_player_2,2.0,3.0,Pass,55.0,,2321.0,10.0,54.0,,,e,,,,Home,h,Offensive,,,,,,1.0,222.0,Velodrome,Outlaws,Pass,Pass_Deflected,,,89.0,0.0,654.0,654.0,143.0,2303.0,2729.0,2724.0,2729.0,Velodrome,James Rynearson,,P0003,VN0001,ET0009,ED0013,,,,,,,RL0002,N10010,N10007,N10010,SH1898700089
EP1898711106,EV1898702321,18987,P100185,2321.0,opp_team_player_1,1.0,3.0,Pass,77.0,,2321.0,10.0,54.0,,,o,,,,Home,h,Defensive,,,Defensive_PlayPass-InShotPassLane,Defensive_PlayPossession-StickCheck,s,1.0,222.0,Velodrome,Outlaws,Pass,Pass_Deflected,,,89.0,0.0,654.0,654.0,143.0,2303.0,2729.0,2724.0,2729.0,Outlaws,Samson Leifer,Defensive_PlayPass-InShotPassLane,P0003,VN0001,ET0009,ED0013,,,SC0001,,PD0025,P20015,RL0008,N10010,N10007,N10007,SH1898700089
EP1898711107,EV1898702322,18987,P100185,2322.0,event_team_player_1,1.0,3.0,Possession,77.0,9202.0,9202.0,10.0,50.0,,,e,,,,Away,a,Offensive,,,OffensivePlay_Zone-PuckRetreivalPass,,u,1.0,222.0,Velodrome,Outlaws,Possession,PuckRetrieval,,,89.0,0.0,650.0,650.0,143.0,2303.0,2733.0,2728.0,2733.0,Outlaws,Samson Leifer,OffensivePlay_Zone-PuckRetreivalPass,P0003,VN0002,ET0013,ED0021,,,SC0002,,PD0113,,RL0001,N10010,N10007,N10007,SH1898700089
EP1898711108,EV1898702322,18987,P100064,2322.0,opp_team_player_1,1.0,3.0,Possession,55.0,9202.0,9202.0,10.0,50.0,,,o,,,,Away,a,Defensive,,,Defensive_PlayZone-PuckRecoveryPass,,u,1.0,222.0,Velodrome,Outlaws,Possession,PuckRetrieval,,,89.0,0.0,650.0,650.0,143.0,2303.0,2733.0,2728.0,2733.0,Velodrome,James Rynearson,Defensive_PlayZone-PuckRecoveryPass,P0003,VN0002,ET0013,ED0021,,,SC0002,,PD0045,,RL0008,N10010,N10007,N10010,SH1898700089
EP1898711109,EV1898702323,18987,P100064,2323.0,event_team_player_1,1.0,3.0,Penalty,55.0,9202.0,9202.0,10.0,49.0,,,e,,,,Home,h,Offensive,,,Defensive_PlayZone-PuckRecoveryPass,,u,1.0,222.0,Velodrome,Outlaws,Penalty,Penalty_Minor,,,89.0,0.0,649.0,649.0,143.0,2303.0,2734.0,2729.0,2734.0,Velodrome,James Rynearson,Defensive_PlayZone-PuckRecoveryPass,P0003,VN0001,ET0010,ED0016,,,SC0002,,PD0045,,RL0001,N10010,N10007,N10010,SH1898700089
EP1898711110,EV1898702323,18987,P100185,2323.0,opp_team_player_1,1.0,3.0,Penalty,77.0,9202.0,9202.0,10.0,49.0,,,o,,,,Home,h,Defensive,,,OffensivePlay_Zone-PuckRetreivalPass,,u,1.0,222.0,Velodrome,Outlaws,Penalty,Penalty_Minor,,,89.0,0.0,649.0,649.0,143.0,2303.0,2734.0,2729.0,2734.0,Outlaws,Samson Leifer,OffensivePlay_Zone-PuckRetreivalPass,P0003,VN0001,ET0010,ED0016,,,SC0002,,PD0113,,RL0008,N10010,N10007,N10007,SH1898700089
EP1898711111,EV1898702324,18987,P100064,2324.0,event_team_player_1,1.0,3.0,Stoppage,55.0,9202.0,9202.0,10.0,49.0,,,e,,,,Home,h,,,,Defensive_PlayZone-PuckRecoveryPass,,u,1.0,222.0,Velodrome,Outlaws,Stoppage,Stoppage_Play,,,89.0,0.0,649.0,649.0,143.0,2303.0,2734.0,2729.0,2734.0,Velodrome,James Rynearson,Defensive_PlayZone-PuckRecoveryPass,P0003,VN0001,ET0017,ED0044,,,SC0002,,PD0045,,RL0001,N10010,N10007,N10010,SH1898700089
EP1898711112,EV1898702324,18987,P100064,2324.0,event_team_player_2,2.0,3.0,DeadIce,55.0,9202.0,9202.0,10.0,49.0,10.0,10.0,e,,,,Home,h,,,,Defensive_PlayZone-PuckRecoveryPass,,u,1.0,222.0,Velodrome,Outlaws,DeadIce,Stoppage_Play,,,89.0,39.0,649.0,610.0,143.0,2303.0,2734.0,2729.0,2773.0,Velodrome,James Rynearson,Defensive_PlayZone-PuckRecoveryPass,P0003,VN0001,ET0002,ED0044,,,SC0002,,PD0045,,RL0002,N10010,N10007,N10010,SH1898700089
EP1898711113,EV1898702325,18987,P100001,2325.0,event_team_player_1,1.0,3.0,Faceoff,70.0,,2325.0,10.0,10.0,,,e,,,,Home,h,Offensive,,,,,,,222.0,Velodrome,Outlaws,Faceoff,Faceoff_AfterPenalty,,,90.0,0.0,610.0,610.0,143.0,2303.0,2773.0,2768.0,2773.0,Velodrome,Sam Downs,,P0003,VN0001,ET0003,ED0004,,,,,,,RL0001,N10010,N10007,N10010,SH1898700090
EP1898711114,EV1898702325,18987,P100108,2325.0,event_team_player_2,2.0,3.0,Faceoff,22.0,,2325.0,10.0,10.0,,,e,,,,Home,h,Offensive,,,,,,,222.0,Velodrome,Outlaws,Faceoff,Faceoff_AfterPenalty,,,90.0,0.0,610.0,610.0,143.0,2303.0,2773.0,2768.0,2773.0,Velodrome,Robert Mayfield,,P0003,VN0001,ET0003,ED0004,,,,,,,RL0002,N10010,N10007,N10010,SH1898700090
EP1898711115,EV1898702325,18987,P100004,2325.0,opp_team_player_1,1.0,3.0,Faceoff,3.0,,2325.0,10.0,10.0,,,o,,,,Home,h,Defensive,,,,,,,222.0,Velodrome,Outlaws,Faceoff,Faceoff_AfterPenalty,,,90.0,0.0,610.0,610.0,143.0,2303.0,2773.0,2768.0,2773.0,Outlaws,Cesar Shinall,,P0003,VN0001,ET0003,ED0004,,,,,,,RL0008,N10010,N10007,N10007,SH1898700090
EP1898711116,EV1898702326,18987,P100108,2326.0,event_team_player_1,1.0,3.0,Turnover,22.0,,2326.0,10.0,5.0,,,e,,,,Home,h,Offensive,,,Defensive_Zone-AttemptedBreakOutClear,,u,,222.0,Velodrome,Outlaws,Turnover,Turnover_Giveaway,,,90.0,0.0,605.0,605.0,143.0,2303.0,2778.0,2773.0,2778.0,Velodrome,Robert Mayfield,Defensive_Zone-AttemptedBreakOutClear,P0003,VN0001,ET0019,ED0048,,,SC0002,,PD0055,,RL0001,N10010,N10007,N10010,SH1898700090
EP1898711117,EV1898702327,18987,P100032,2327.0,event_team_player_1,1.0,3.0,Possession,4.0,9203.0,9203.0,10.0,5.0,,,e,,,,Away,a,Offensive,,,OffensivePlay_Zone-PuckRetreivalTurnover,,s,,222.0,Velodrome,Outlaws,Possession,PuckRetrieval,,,90.0,0.0,605.0,605.0,143.0,2303.0,2778.0,2773.0,2778.0,Outlaws,Trevor Chavez,OffensivePlay_Zone-PuckRetreivalTurnover,P0003,VN0002,ET0013,ED0021,,,SC0001,,PD0116,,RL0001,N10010,N10007,N10007,SH1898700090
EP1898711118,EV1898702328,18987,P100032,2328.0,event_team_player_1,1.0,3.0,Zone_Entry_Exit,4.0,9203.0,9203.0,10.0,5.0,,,e,,,,Away,a,Offensive,,,OffensivePlay_Zone-PuckRetreivalTurnover,,s,,222.0,Velodrome,Outlaws,Zone_Entry_Exit,Zone_Keepin,,,90.0,0.0,605.0,605.0,143.0,2303.0,2778.0,2773.0,2778.0,Outlaws,Trevor Chavez,OffensivePlay_Zone-PuckRetreivalTurnover,P0003,VN0002,ET0020,ED0058,,,SC0001,,PD0116,,RL0001,N10010,N10007,N10007,SH1898700090
EP1898711119,EV1898702329,18987,P100032,2329.0,event_team_player_1,1.0,3.0,Possession,4.0,,2329.0,10.0,5.0,10.0,2.0,e,,,,Away,a,Offensive,,,,,,,222.0,Velodrome,Outlaws,Possession,,,,90.0,3.0,605.0,602.0,143.0,2303.0,2778.0,2773.0,2781.0,Outlaws,Trevor Chavez,,P0003,VN0002,ET0013,,,,,,,,RL0001,N10010,N10007,N10007,SH1898700090
EP1898711120,EV1898702330,18987,P100032,2330.0,event_team_player_1,1.0,3.0,Pass,4.0,,2330.0,10.0,2.0,,,e,,,,Away,a,Offensive,,,,,,,222.0,Velodrome,Outlaws,Pass,Pass_Completed,,,90.0,0.0,602.0,602.0,143.0,2303.0,2781.0,2776.0,2781.0,Outlaws,Trevor Chavez,,P0003,VN0002,ET0009,ED0010,,,,,,,RL0001,N10010,N10007,N10007,SH1898700090
EP1898711121,EV1898702330,18987,P100214,2330.0,event_team_player_2,2.0,3.0,Pass,12.0,,2330.0,10.0,2.0,,,e,,,,Away,a,Offensive,,,,,,,222.0,Velodrome,Outlaws,Pass,Pass_Completed,,,90.0,0.0,602.0,602.0,143.0,2303.0,2781.0,2776.0,2781.0,Outlaws,Ryan Kiehl,,P0003,VN0002,ET0009,ED0010,,,,,,,RL0002,N10010,N10007,N10007,SH1898700090
EP1898711122,EV1898702331,18987,P100214,2331.0,event_team_player_1,1.0,3.0,Possession,12.0,,2331.0,10.0,0.0,9.0,59.0,e,,,,Away,a,Offensive,,,,,,,222.0,Velodrome,Outlaws,Possession,,,,90.0,1.0,600.0,599.0,143.0,2303.0,2783.0,2778.0,2784.0,Outlaws,Ryan Kiehl,,P0003,VN0002,ET0013,,,,,,,,RL0001,N10010,N10007,N10007,SH1898700090
EP1898711123,EV1898702332,18987,P100214,2332.0,event_team_player_1,1.0,3.0,Pass,12.0,,2332.0,9.0,59.0,,,e,,,,Away,a,Offensive,,,,,,,222.0,Velodrome,Outlaws,Pass,Pass_Completed,,,90.0,0.0,599.0,599.0,143.0,2303.0,2784.0,2779.0,2784.0,Outlaws,Ryan Kiehl,,P0003,VN0002,ET0009,ED0010,,,,,,,RL0001,N10010,N10007,N10007,SH1898700090
EP1898711124,EV1898702332,18987,P100004,2332.0,event_team_player_2,2.0,3.0,Pass,3.0,,2332.0,9.0,59.0,,,e,,,,Away,a,Offensive,,,,,,,222.0,Velodrome,Outlaws,Pass,Pass_Completed,,,90.0,0.0,599.0,599.0,143.0,2303.0,2784.0,2779.0,2784.0,Outlaws,Cesar Shinall,,P0003,VN0002,ET0009,ED0010,,,,,,,RL0002,N10010,N10007,N10007,SH1898700090
EP1898711125,EV1898702333,18987,P100004,2333.0,event_team_player_1,1.0,3.0,Shot,3.0,9204.0,9204.0,9.0,58.0,,,e,,,,Away,a,Offensive,,,,,,,222.0,Velodrome,Outlaws,Shot,Shot_OnNetSaved,,,90.0,0.0,598.0,598.0,143.0,2303.0,2785.0,2780.0,2785.0,Outlaws,Cesar Shinall,,P0003,VN0002,ET0016,ED0040,,,,,,,RL0001,N10010,N10007,N10007,SH1898700090
EP1898711126,EV1898702333,18987,P100016,2333.0,opp_team_player_1,1.0,3.0,Shot,39.0,9204.0,9204.0,9.0,58.0,,,o,,,,Away,a,Defensive,,,,,,,222.0,Velodrome,Outlaws,Shot,Shot_OnNetSaved,,,90.0,0.0,598.0,598.0,143.0,2303.0,2785.0,2780.0,2785.0,Velodrome,Wyatt Crandall,,P0003,VN0002,ET0016,ED0040,,,,,,,RL0008,N10010,N10007,N10010,SH1898700090
EP1898711127,EV1898702334,18987,P100016,2334.0,event_team_player_1,1.0,3.0,Save,39.0,9204.0,9204.0,9.0,58.0,,,e,,,,Home,h,Defensive,,,,,,,222.0,Velodrome,Outlaws,Save,Save_Rebound,,,90.0,0.0,598.0,598.0,143.0,2303.0,2785.0,2780.0,2785.0,Velodrome,Wyatt Crandall,,P0003,VN0001,ET0015,ED0030,,,,,,,RL0001,N10010,N10007,N10010,SH1898700090
EP1898711128,EV1898702334,18987,P100004,2334.0,opp_team_player_1,1.0,3.0,Save,3.0,9204.0,9204.0,9.0,58.0,,,o,,,,Home,h,Offensive,,,,,,,222.0,Velodrome,Outlaws,Save,Save_Rebound,,,90.0,0.0,598.0,598.0,143.0,2303.0,2785.0,2780.0,2785.0,Outlaws,Cesar Shinall,,P0003,VN0001,ET0015,ED0030,,,,,,,RL0008,N10010,N10007,N10007,SH1898700090
EP1898711129,EV1898702335,18987,P100016,2335.0,event_team_player_1,1.0,3.0,Rebound,39.0,9204.0,9204.0,9.0,58.0,,,e,,,,Home,h,Offensive,,,,,,,222.0,Velodrome,Outlaws,Rebound,Rebound_OppTeamRecovered,,,90.0,0.0,598.0,598.0,143.0,2303.0,2785.0,2780.0,2785.0,Velodrome,Wyatt Crandall,,P0003,VN0001,ET0014,ED0023,,,,,,,RL0001,N10010,N10007,N10010,SH1898700090
EP1898711130,EV1898702336,18987,P100170,2336.0,event_team_player_1,1.0,3.0,Possession,25.0,,2336.0,9.0,54.0,,,e,,,,Away,a,Offensive,,,OffensivePlay_Zone-PuckRecoveryShot,Offensive_Zone-AttemptedKeepin,s,1.0,222.0,Velodrome,Outlaws,Possession,PuckRecovery,,,90.0,0.0,594.0,594.0,143.0,2303.0,2789.0,2784.0,2789.0,Outlaws,Kennen Newsham,OffensivePlay_Zone-PuckRecoveryShot,P0003,VN0002,ET0013,ED0020,,,SC0001,,PD0110,P20050,RL0001,N10010,N10007,N10007,SH1898700090
EP1898711131,EV1898702336,18987,P100039,2336.0,opp_team_player_1,1.0,3.0,Possession,75.0,,2336.0,9.0,54.0,,,o,,,,Away,a,Defensive,,,,,,1.0,222.0,Velodrome,Outlaws,Possession,PuckRecovery,,,90.0,0.0,594.0,594.0,143.0,2303.0,2789.0,2784.0,2789.0,Velodrome,Nicole Downs,,P0003,VN0002,ET0013,ED0020,,,,,,,RL0008,N10010,N10007,N10010,SH1898700090
EP1898711132,EV1898702337,18987,P100170,2337.0,event_team_player_1,1.0,3.0,Pass,25.0,,2337.0,9.0,53.0,,,e,,,,Away,a,Offensive,,,OffensivePlay_Pass-SecondTouch,OffensivePlay_Zone-Cycle,s,,222.0,Velodrome,Outlaws,Pass,Pass_Completed,,,90.0,0.0,593.0,593.0,143.0,2303.0,2790.0,2785.0,2790.0,Outlaws,Kennen Newsham,OffensivePlay_Pass-SecondTouch,P0003,VN0002,ET0009,ED0010,,,SC0001,,PD0085,P20047,RL0001,N10010,N10007,N10007,SH1898700090
EP1898711133,EV1898702337,18987,P100214,2337.0,opp_team_player_1,1.0,3.0,Pass,12.0,,2337.0,9.0,53.0,,,o,,,,Away,a,Defensive,,,,,,,222.0,Velodrome,Outlaws,Pass,Pass_Completed,,,90.0,0.0,593.0,593.0,143.0,2303.0,2790.0,2785.0,2790.0,Outlaws,Ryan Kiehl,,P0003,VN0002,ET0009,ED0010,,,,,,,RL0008,N10010,N10007,N10007,SH1898700090
EP1898711134,EV1898702338,18987,P100214,2338.0,event_team_player_1,1.0,3.0,Possession,12.0,,2338.0,9.0,52.0,9.0,49.0,e,,,,Away,a,Offensive,,,,,,1.0,222.0,Velodrome,Outlaws,Possession,,,,90.0,3.0,592.0,589.0,143.0,2303.0,2791.0,2786.0,2794.0,Outlaws,Ryan Kiehl,,P0003,VN0002,ET0013,,,,,,,,RL0001,N10010,N10007,N10007,SH1898700090
