table_name,column_name,data_type,sample_value
fact_goalie_game_stats,shots_against,float64,
fact_goalie_game_stats,empty_net_ga,float64,
fact_goalie_game_stats,saves_rebound,float64,
fact_goalie_game_stats,saves_freeze,float64,
fact_goalie_game_stats,saves_glove,float64,
fact_goalie_game_stats,saves_blocker,float64,
fact_goalie_game_stats,saves_left_pad,float64,
fact_goalie_game_stats,saves_right_pad,float64,
fact_goalie_game_stats,rebound_control_pct,float64,
fact_goalie_game_stats,total_save_events,float64,
fact_h2h,h2h_key,object,H2H1896902230643
fact_h2h,game_id,int64,18969
fact_h2h,player_1_id,object,P100210
fact_h2h,player_2_id,object,P100016
fact_h2h,player_1_venue,object,home
fact_h2h,player_2_venue,object,away
fact_h2h,toi_together,float64,1243.0
fact_h2h,shifts_together,int64,41
fact_h2h,home_team_id,float64,
fact_h2h,away_team_id,float64,
fact_h2h,goals_for,float64,
fact_h2h,goals_against,float64,
fact_h2h,plus_minus,float64,
fact_h2h,corsi_for,float64,
fact_h2h,corsi_against,float64,
fact_h2h,cf_pct,float64,
fact_h2h,fenwick_for,float64,
fact_h2h,fenwick_against,float64,
fact_h2h,ff_pct,float64,
fact_h2h,xgf,float64,
fact_h2h,xga,float64,
fact_h2h,xg_diff,float64,
fact_h2h,shots_for,float64,
fact_h2h,shots_against,float64,
fact_h2h,player_1_name,float64,
fact_h2h,player_2_name,float64,
fact_leadership,leadership_key,object,N20252026F_P100048
fact_leadership,player_full_name,object,Peter Husak
fact_leadership,player_id,object,P100048
fact_leadership,leadership,object,S
fact_leadership,skill_rating,int64,2
fact_leadership,n_player_url,object,Peter Husak (S) – 2
fact_leadership,team_name,object,OS Offices
fact_leadership,team_id,object,N10005
fact_leadership,season,int64,20252026
fact_leadership,season_id,object,N20252026F
fact_league_leaders_snapshot,leader_key,object,13244_P100132
fact_league_leaders_snapshot,game_id,int64,13244
fact_league_leaders_snapshot,game_date_str,object,2021-03-03
fact_league_leaders_snapshot,player_id,object,P100132
fact_league_leaders_snapshot,player_name,object,Nick Ciampoli
fact_league_leaders_snapshot,team_name,object,Canada
fact_league_leaders_snapshot,gp,int64,1
fact_league_leaders_snapshot,goals,int64,2
fact_league_leaders_snapshot,assists,int64,0
fact_league_leaders_snapshot,pts,int64,2
fact_league_leaders_snapshot,pim,int64,0
fact_league_leaders_snapshot,gpg,float64,2.0
fact_league_leaders_snapshot,ppg,float64,2.0
fact_league_leaders_snapshot,team_id,object,N10012
fact_line_combos,combo_key,object,LC1896920658610
fact_line_combos,game_id,int64,18969
fact_line_combos,venue,object,home
fact_line_combos,player_ids,object,"P100024,P100025,P100027,P100030,P100192,P100202"
fact_line_combos,player_count,int64,6
fact_line_combos,toi_seconds,float64,351.0
fact_line_combos,toi_minutes,float64,5.8
fact_line_combos,shift_count,int64,7
fact_line_combos,forward_combo,float64,
fact_line_combos,defense_combo,float64,
fact_line_combos,shifts,float64,
fact_line_combos,line_combo_key,float64,
fact_line_combos,toi_together,float64,
fact_line_combos,goals_for,float64,
fact_line_combos,goals_against,float64,
fact_line_combos,plus_minus,float64,
fact_line_combos,corsi_for,float64,
fact_line_combos,corsi_against,float64,
fact_line_combos,xgf,float64,
fact_line_combos,home_team_id,float64,
fact_line_combos,away_team_id,float64,
fact_line_combos,venue_id,float64,
fact_line_combos,team_id,float64,
fact_line_combos,fenwick_for,float64,
fact_line_combos,fenwick_against,float64,
fact_line_combos,ff_pct,float64,
fact_line_combos,xg_against,float64,
fact_line_combos,xg_diff,float64,
fact_line_combos,xg_pct,float64,
fact_line_combos,zone_entries,float64,
fact_line_combos,zone_exits,float64,
fact_line_combos,controlled_entry_pct,float64,
fact_line_combos,giveaways,float64,
fact_line_combos,takeaways,float64,
fact_line_combos,turnover_diff,float64,
fact_line_combos,avg_player_rating,float64,
fact_line_combos,opp_avg_rating,float64,
fact_line_combos,rating_diff,float64,
fact_line_combos,pdo,float64,
fact_line_combos,sh_pct,float64,
fact_line_combos,sv_pct,float64,
fact_line_combos,goals_per_60,float64,
fact_line_combos,goals_against_per_60,float64,
fact_line_combos,cf_per_60,float64,
fact_line_combos,ca_per_60,float64,
fact_line_combos,team_name,float64,
fact_linked_events,linked_event_key,object,LE18969009001
fact_linked_events,game_id,int64,18969
fact_linked_events,primary_event_index,int64,9001
fact_linked_events,event_count,int64,2
fact_linked_events,event_1_index,float64,1005.0
fact_linked_events,event_1_type,object,Zone_Entry_Exit
fact_linked_events,event_1_detail,object,Zone_Entry
fact_linked_events,event_1_player_id,object,P100024
fact_linked_events,event_2_index,float64,1006.0
fact_linked_events,event_2_type,object,Turnover
fact_linked_events,event_2_detail,object,Turnover_Giveaway
fact_linked_events,event_2_player_id,object,P100024
fact_linked_events,event_3_index,float64,
fact_linked_events,event_3_type,float64,
fact_linked_events,event_3_detail,float64,
fact_linked_events,event_3_player_id,float64,
fact_linked_events,event_4_index,float64,
fact_linked_events,event_4_type,float64,
fact_linked_events,event_4_detail,float64,
fact_linked_events,event_4_player_id,float64,
fact_linked_events,event_5_index,float64,
fact_linked_events,event_5_type,float64,
fact_linked_events,event_5_detail,float64,
fact_linked_events,event_5_player_id,float64,
fact_linked_events,event_1_key,object,E18969001005
fact_linked_events,event_2_key,object,E18969001006
fact_linked_events,event_3_key,float64,
fact_linked_events,event_4_key,float64,
fact_linked_events,event_5_key,float64,
fact_linked_events,team_venue,float64,
fact_linked_events,team_id,object,N10008
fact_linked_events,play_chain,object,Zone_Entry_Exit > Turnover
fact_linked_events,event_chain_indices,object,"1005,1006"
fact_linked_events,venue_id,object,VN0001
fact_linked_events,video_time_start,float64,11.0
fact_linked_events,video_time_end,float64,11.0
fact_linked_events,event_1_type_id,object,ET0020
fact_linked_events,event_2_type_id,object,ET0019
fact_linked_events,event_3_type_id,float64,
fact_linked_events,event_4_type_id,float64,
fact_linked_events,event_5_type_id,float64,
fact_linked_events,event_1_detail_id,object,ED0052
fact_linked_events,event_2_detail_id,object,ED0048
fact_linked_events,event_3_detail_id,float64,
fact_linked_events,event_4_detail_id,float64,
fact_linked_events,event_5_detail_id,float64,
fact_linked_events,home_team_id,object,N10008
fact_linked_events,away_team_id,object,N10010
fact_player_event_chains,event_chain_key,object,EC18969001000
fact_player_event_chains,game_id,int64,18969
fact_player_event_chains,event_index,float64,1000.0
fact_player_event_chains,event_key,object,E18969001000
fact_player_event_chains,event_type,object,GameStart
fact_player_event_chains,period,float64,1.0
fact_player_event_chains,home_player_count,int64,0
fact_player_event_chains,away_player_count,int64,0
fact_player_event_chains,home_player_1,object,
fact_player_event_chains,home_player_2,object,
fact_player_event_chains,home_player_3,object,
fact_player_event_chains,away_player_1,float64,
fact_player_event_chains,away_player_2,float64,
fact_player_event_chains,away_player_3,float64,
fact_player_event_chains,home_players,object,
fact_player_event_chains,away_players,float64,
fact_player_event_chains,running_video_time,float64,0.0
fact_player_event_chains,event_running_start,float64,0.0
fact_player_event_chains,period_id,object,P0001
fact_player_event_chains,event_type_id,object,ET0005
fact_player_event_chains,home_team_id,object,N10008
fact_player_event_chains,away_team_id,object,N10010
fact_player_game_position,player_position_key,object,PP1896900001
fact_player_game_position,game_id,int64,18969
fact_player_game_position,player_id,object,P100001
fact_player_game_position,logical_shifts,int64,13
fact_player_game_position,dominant_position,object,Forward
fact_player_game_position,dominant_position_pct,float64,100.0
fact_player_game_position,forward_shifts,int64,13
fact_player_game_position,defense_shifts,int64,0
fact_player_game_position,goalie_shifts,int64,0
fact_player_game_position,player_name,object,Sam Downs
fact_player_game_stats,player_game_key,object,PG1896900001
fact_player_game_stats,game_id,int64,18969
fact_player_game_stats,player_id,object,P100001
fact_player_game_stats,player_name,object,Sam Downs
fact_player_game_stats,skill_rating,int64,6
fact_player_game_stats,is_sub,bool,False
fact_player_game_stats,team_name,object,Velodrome
fact_player_game_stats,team_id,object,N10010
fact_player_game_stats,team_venue,object,away
fact_player_game_stats,player_game_number,float64,70.0
fact_player_game_stats,goals,int64,0
fact_player_game_stats,assists,int64,0
fact_player_game_stats,points,int64,0
fact_player_game_stats,shots,int64,9
fact_player_game_stats,sog,int64,5
fact_player_game_stats,shots_blocked,int64,2
fact_player_game_stats,shots_missed,int64,1
fact_player_game_stats,shooting_pct,float64,0.0
fact_player_game_stats,pass_attempts,int64,22
fact_player_game_stats,pass_completed,int64,12
fact_player_game_stats,pass_pct,float64,54.5
fact_player_game_stats,fo_wins,int64,14
fact_player_game_stats,fo_losses,int64,8
fact_player_game_stats,fo_total,int64,22
fact_player_game_stats,fo_pct,float64,63.6
fact_player_game_stats,zone_entries,int64,11
fact_player_game_stats,zone_exits,int64,7
fact_player_game_stats,giveaways,int64,8
fact_player_game_stats,takeaways,int64,3
fact_player_game_stats,toi_seconds,float64,1730.0
fact_player_game_stats,toi_minutes,float64,28.8
fact_player_game_stats,playing_toi_seconds,float64,1556.0
fact_player_game_stats,playing_toi_minutes,float64,25.9
fact_player_game_stats,stoppage_seconds,float64,174.0
fact_player_game_stats,shift_count,int64,49
fact_player_game_stats,logical_shifts,int64,13
fact_player_game_stats,avg_shift,float64,133.1
fact_player_game_stats,avg_playing_shift,float64,133.1
fact_player_game_stats,goals_per_60,float64,0.0
fact_player_game_stats,assists_per_60,float64,0.0
fact_player_game_stats,points_per_60,float64,0.0
fact_player_game_stats,shots_per_60,float64,18.73
fact_player_game_stats,goals_per_60_playing,float64,0.0
fact_player_game_stats,assists_per_60_playing,float64,0.0
fact_player_game_stats,points_per_60_playing,float64,0.0
fact_player_game_stats,shots_per_60_playing,float64,20.82
fact_player_game_stats,blocks,int64,2
fact_player_game_stats,hits,int64,0
fact_player_game_stats,puck_battles,int64,1
fact_player_game_stats,puck_battle_wins,int64,0
fact_player_game_stats,retrievals,int64,20
fact_player_game_stats,corsi_for,int64,29
fact_player_game_stats,corsi_against,int64,39
fact_player_game_stats,fenwick_for,int64,22
fact_player_game_stats,fenwick_against,int64,29
fact_player_game_stats,cf_pct,float64,42.6
fact_player_game_stats,ff_pct,float64,43.1
fact_player_game_stats,opp_avg_rating,float64,3.85
fact_player_game_stats,skill_diff,float64,2.15
fact_player_game_stats,plus_ev,int64,0
fact_player_game_stats,minus_ev,int64,-3
fact_player_game_stats,plus_minus_ev,int64,-3
fact_player_game_stats,plus_total,int64,1
fact_player_game_stats,minus_total,int64,-3
fact_player_game_stats,plus_minus_total,int64,-2
fact_player_game_stats,plus_en_adj,int64,0
fact_player_game_stats,minus_en_adj,int64,-3
fact_player_game_stats,plus_minus_en_adj,int64,-3
fact_player_game_stats,player_rating,float64,6.0
fact_player_game_stats,home_team_id,object,N10008
fact_player_game_stats,away_team_id,object,N10010
fact_player_game_stats,chips,int64,0
fact_player_game_stats,breakout_rush_attempts,int64,0
fact_player_game_stats,zone_keepins,int64,0
fact_player_game_stats,dekes_successful,int64,0
fact_player_game_stats,breakout_clear_attempts,int64,0
fact_player_game_stats,beat_middle,int64,0
fact_player_game_stats,beat_wide,int64,0
fact_player_game_stats,zone_exit_denials,int64,0
fact_player_game_stats,breakouts,int64,2
fact_player_game_stats,passes_missed_target,int64,0
fact_player_game_stats,drives_corner,int64,0
fact_player_game_stats,tip_attempts,int64,0
fact_player_game_stats,cutbacks,int64,0
fact_player_game_stats,drives_middle,int64,0
fact_player_game_stats,pass_for_tip,int64,0
fact_player_game_stats,poke_checks,int64,4
fact_player_game_stats,stick_checks,int64,0
fact_player_game_stats,got_beat_middle,int64,0
fact_player_game_stats,crash_net,int64,0
fact_player_game_stats,cycle_plays,int64,0
fact_player_game_stats,ceded_exits,int64,0
fact_player_game_stats,reverse_passes,int64,0
fact_player_game_stats,deke_attempts,int64,0
fact_player_game_stats,breakout_pass_attempts,int64,1
fact_player_game_stats,backchecks,int64,0
fact_player_game_stats,separate_from_puck,int64,0
fact_player_game_stats,rebound_recoveries,int64,0
fact_player_game_stats,block_attempts,int64,0
fact_player_game_stats,drives_net,int64,0
fact_player_game_stats,ceded_entries,int64,0
fact_player_game_stats,puck_retrievals,int64,0
fact_player_game_stats,passes_intercepted,int64,2
fact_player_game_stats,stopped_deke,int64,0
fact_player_game_stats,dump_and_chase,int64,0
fact_player_game_stats,def_pass_deflected,int64,0
fact_player_game_stats,loose_puck_wins,int64,0
fact_player_game_stats,drives_wide,int64,0
fact_player_game_stats,puck_recoveries,int64,0
fact_player_game_stats,def_pass_intercepted,int64,0
fact_player_game_stats,screens,int64,0
fact_player_game_stats,front_of_net,int64,0
fact_player_game_stats,secondary_assists,int64,0
fact_player_game_stats,in_lane,int64,0
fact_player_game_stats,quick_ups,int64,0
fact_player_game_stats,second_touches,int64,0
fact_player_game_stats,delays,int64,0
fact_player_game_stats,loose_puck_losses,int64,0
fact_player_game_stats,turnover_recoveries,int64,0
fact_player_game_stats,dump_recoveries,int64,0
fact_player_game_stats,pressures,int64,0
fact_player_game_stats,contains,int64,0
fact_player_game_stats,forechecks,int64,0
fact_player_game_stats,give_and_go,int64,0
fact_player_game_stats,passes_deflected,int64,0
fact_player_game_stats,lost_puck,int64,3
fact_player_game_stats,force_wide,int64,0
fact_player_game_stats,man_on_man,int64,0
fact_player_game_stats,dekes_beat_defender,int64,0
fact_player_game_stats,box_outs,int64,0
fact_player_game_stats,primary_assists,int64,0
fact_player_game_stats,got_beat_wide,int64,0
fact_player_game_stats,zone_entry_denials,int64,0
fact_player_game_stats,surf_plays,int64,0
fact_player_game_stats,blocked_shots_play,int64,0
fact_player_game_stats,drives_middle_success,int64,0
fact_player_game_stats,drives_wide_success,int64,0
fact_player_game_stats,drives_corner_success,int64,0
fact_player_game_stats,zone_entry_denials_success,int64,0
fact_player_game_stats,breakouts_success,int64,0
fact_player_game_stats,zone_entry_carry,float64,10.0
fact_player_game_stats,zone_entry_pass,float64,0.0
fact_player_game_stats,zone_entry_dump,float64,0.0
fact_player_game_stats,zone_exit_carry,float64,3.0
fact_player_game_stats,zone_exit_pass,float64,2.0
fact_player_game_stats,zone_exit_dump,float64,0.0
fact_player_game_stats,zone_exit_clear,float64,0.0
fact_player_game_stats,zone_entries_controlled,float64,10.0
fact_player_game_stats,zone_entries_uncontrolled,float64,0.0
fact_player_game_stats,zone_entry_success_rate,float64,0.0
fact_player_game_stats,zone_entry_control_pct,float64,90.9
fact_player_game_stats,zone_exits_controlled,float64,5.0
fact_player_game_stats,zone_exits_uncontrolled,float64,0.0
fact_player_game_stats,zone_exit_success_rate,float64,0.0
fact_player_game_stats,zone_exit_control_pct,float64,71.4
fact_player_game_stats,def_shots_against,int64,4
fact_player_game_stats,def_goals_against,int64,0
fact_player_game_stats,def_entries_allowed,int64,6
fact_player_game_stats,def_exits_denied,int64,0
fact_player_game_stats,def_times_beat_deke,int64,0
fact_player_game_stats,def_times_beat_speed,int64,0
fact_player_game_stats,def_times_beat_total,int64,0
fact_player_game_stats,def_takeaways,int64,0
fact_player_game_stats,def_forced_turnovers,int64,0
fact_player_game_stats,def_zone_clears,int64,0
fact_player_game_stats,def_blocked_shots,int64,0
fact_player_game_stats,def_interceptions,int64,0
fact_player_game_stats,def_stick_checks,int64,0
fact_player_game_stats,def_poke_checks,int64,0
fact_player_game_stats,def_body_checks,int64,0
fact_player_game_stats,def_coverage_assignments,int64,0
fact_player_game_stats,def_battles_won,int64,0
fact_player_game_stats,def_battles_lost,int64,0
fact_player_game_stats,giveaways_bad,float64,1.0
fact_player_game_stats,giveaways_neutral,float64,4.0
fact_player_game_stats,giveaways_good,float64,3.0
fact_player_game_stats,turnover_diff_adjusted,float64,3.0
fact_player_game_stats,turnovers_oz,float64,3.0
fact_player_game_stats,turnovers_nz,float64,4.0
fact_player_game_stats,turnovers_dz,float64,1.0
fact_player_game_stats,giveaway_rate_per_60,float64,16.65
fact_player_game_stats,takeaway_rate_per_60,float64,6.24
fact_player_game_stats,goals_rating_adj,float64,0.0
fact_player_game_stats,assists_rating_adj,float64,0.0
fact_player_game_stats,points_rating_adj,float64,0.0
fact_player_game_stats,plus_minus_rating_adj,float64,-2.97
fact_player_game_stats,cf_pct_rating_adj,float64,0.0
fact_player_game_stats,qoc_rating,float64,3.85
fact_player_game_stats,qot_rating,float64,0.0
fact_player_game_stats,expected_vs_rating,float64,2.15
fact_player_game_stats,xg_for,float64,0.45
fact_player_game_stats,xg_against,float64,0.262
fact_player_game_stats,xg_diff,float64,0.188
fact_player_game_stats,xg_pct,float64,63.2
fact_player_game_stats,goals_above_expected,float64,-0.45
fact_player_game_stats,shots_high_danger,float64,1.0
fact_player_game_stats,shots_medium_danger,float64,3.0
fact_player_game_stats,shots_low_danger,float64,4.0
fact_player_game_stats,scoring_chances,float64,4.0
fact_player_game_stats,high_danger_chances,float64,1.0
fact_player_game_stats,xg_per_shot,float64,0.09
fact_player_game_stats,shot_quality_avg,float64,1.62
fact_player_game_stats,offensive_rating,float64,3.0
fact_player_game_stats,defensive_rating,float64,7.3
fact_player_game_stats,hustle_rating,float64,0.0
fact_player_game_stats,playmaking_rating,float64,0.9
fact_player_game_stats,shooting_rating,float64,1.7
fact_player_game_stats,physical_rating,float64,2.1
fact_player_game_stats,impact_score,float64,-22.4
fact_player_game_stats,war_estimate,float64,0.164
fact_player_game_stats,avg_shift_too_long,float64,1.0
fact_player_game_stats,shift_length_warning,float64,1.0
fact_player_game_stats,fatigue_indicator,float64,0.0
fact_player_game_stats,sub_equity_score,float64,20.7
fact_player_game_stats,toi_vs_team_avg,float64,1.21
fact_player_game_stats,period_3_dropoff,float64,0.0
fact_player_game_stats,late_game_performance,float64,0.0
fact_player_game_stats,on_ice_sh_pct,float64,3.4
fact_player_game_stats,on_ice_sv_pct,float64,115.4
fact_player_game_stats,pdo,float64,118.8
fact_player_game_stats,pdo_5v5,float64,100.0
fact_player_game_stats,fo_wins_oz,float64,4.0
fact_player_game_stats,fo_wins_nz,float64,5.0
fact_player_game_stats,fo_wins_dz,float64,5.0
fact_player_game_stats,fo_losses_oz,float64,2.0
fact_player_game_stats,fo_losses_nz,float64,3.0
fact_player_game_stats,fo_losses_dz,float64,3.0
fact_player_game_stats,fo_pct_oz,float64,66.7
fact_player_game_stats,fo_pct_nz,float64,62.5
fact_player_game_stats,fo_pct_dz,float64,62.5
fact_player_game_stats,zone_starts_oz_pct,float64,27.3
fact_player_game_stats,zone_starts_dz_pct,float64,36.4
fact_player_game_stats,game_score,float64,-0.05
fact_player_game_stats,game_score_per_60,float64,-0.1
fact_player_game_stats,game_score_rating,float64,45.5
fact_player_game_stats,effective_game_rating,float64,3.98
fact_player_game_stats,rating_performance_delta,float64,-2.02
fact_player_game_stats,playing_above_rating,int64,0
fact_player_game_stats,playing_below_rating,int64,1
fact_player_game_stats,playing_at_rating,int64,0
fact_player_game_stats,performance_tier,object,struggling
fact_player_game_stats,performance_index,float64,49.5
fact_player_game_stats,shots_successful,float64,5.0
fact_player_game_stats,shots_unsuccessful,float64,8.0
fact_player_game_stats,passes_successful,float64,31.0
fact_player_game_stats,passes_unsuccessful,float64,21.0
fact_player_game_stats,plays_successful,float64,23.0
fact_player_game_stats,plays_unsuccessful,float64,12.0
fact_player_game_stats,entries_successful,float64,28.0
fact_player_game_stats,entries_unsuccessful,float64,9.0
fact_player_game_stats,exits_successful,float64,0.0
fact_player_game_stats,exits_unsuccessful,float64,0.0
fact_player_game_stats,total_successful_plays,float64,87.0
fact_player_game_stats,total_unsuccessful_plays,float64,50.0
fact_player_game_stats,overall_success_rate,float64,63.5
fact_player_game_stats,shot_success_rate,float64,38.5
fact_player_game_stats,pass_success_rate,float64,59.6
fact_player_game_stats,play_success_rate,float64,65.7
fact_player_game_stats,times_pass_target,float64,18.0
fact_player_game_stats,passes_received_successful,float64,12.0
fact_player_game_stats,passes_received_unsuccessful,float64,6.0
fact_player_game_stats,pass_reception_rate,float64,66.7
fact_player_game_stats,times_target_oz,float64,0.0
fact_player_game_stats,times_target_nz,float64,0.0
fact_player_game_stats,times_target_dz,float64,0.0
fact_player_game_stats,slot_passes_received,float64,0.0
fact_player_game_stats,cross_ice_passes_received,float64,0.0
fact_player_game_stats,odd_man_rushes,int64,0
fact_player_game_stats,odd_man_rush_goals,int64,0
fact_player_game_stats,odd_man_rush_shots,int64,0
fact_player_game_stats,breakaway_attempts,int64,0
fact_player_game_stats,breakaway_goals,int64,0
fact_player_game_stats,two_on_one_rushes,int64,0
fact_player_game_stats,three_on_two_rushes,int64,0
fact_player_game_stats,two_on_zero_rushes,int64,0
fact_player_game_stats,rush_entries,int64,16
fact_player_game_stats,rush_shots,int64,2
fact_player_game_stats,rush_goals,int64,0
fact_player_game_stats,counter_attacks,int64,0
fact_player_game_stats,transition_plays,int64,2
fact_player_game_stats,times_targeted_by_opp,float64,65.0
fact_player_game_stats,times_targeted_shots,float64,4.0
fact_player_game_stats,times_targeted_entries,float64,5.0
fact_player_game_stats,times_targeted_passes,float64,12.0
fact_player_game_stats,times_targeted_as_defender,float64,58.0
fact_player_game_stats,defensive_assignments,float64,58.0
fact_player_game_stats,times_attacked,float64,36.0
fact_player_game_stats,times_attacked_successfully,float64,18.0
fact_player_game_stats,times_attacked_unsuccessfully,float64,18.0
fact_player_game_stats,defensive_success_rate,float64,50.0
fact_player_game_stats,times_ep3,float64,1.0
fact_player_game_stats,times_ep4,float64,0.0
fact_player_game_stats,times_ep5,float64,0.0
fact_player_game_stats,times_opp2,float64,7.0
fact_player_game_stats,times_opp3,float64,0.0
fact_player_game_stats,times_opp4,float64,0.0
fact_player_game_stats,total_on_ice_events,float64,224.0
fact_player_game_stats,puck_touches_estimated,float64,128.0
fact_player_game_stats,involvement_rate,float64,70.5
fact_player_game_stats,support_plays,float64,1.0
fact_player_game_stats,goals_leading,int64,0
fact_player_game_stats,goals_trailing,int64,0
fact_player_game_stats,goals_tied,int64,0
fact_player_game_stats,shots_leading,int64,0
fact_player_game_stats,shots_trailing,int64,0
fact_player_game_stats,shots_tied,int64,0
fact_player_game_stats,first_period_points,int64,0
fact_player_game_stats,second_period_points,int64,0
fact_player_game_stats,third_period_points,int64,0
fact_player_game_stats,first_period_shots,int64,1
fact_player_game_stats,second_period_shots,int64,1
fact_player_game_stats,third_period_shots,int64,7
fact_player_game_stats,clutch_goals,int64,0
fact_player_game_stats,empty_net_goals_for,int64,0
fact_player_game_stats,shorthanded_goals,int64,0
fact_player_game_stats,offensive_contribution,float64,2.5
fact_player_game_stats,defensive_contribution,float64,8.5
fact_player_game_stats,two_way_rating,float64,5.5
fact_player_game_stats,puck_possession_index,float64,73.3
fact_player_game_stats,danger_creation_rate,float64,0.6
fact_player_game_stats,efficiency_score,float64,-0.03
fact_player_game_stats,clutch_factor,float64,0.0
fact_player_game_stats,complete_player_score,float64,3.1
fact_player_micro_stats,micro_stat_key,object,PG1896978240_blocked_shots_play
fact_player_micro_stats,player_game_key,object,PG1896978240
fact_player_micro_stats,game_id,int64,18969
fact_player_micro_stats,player_id,object,P100001
fact_player_micro_stats,micro_stat,object,blocked_shots_play
fact_player_micro_stats,count,int64,2
fact_player_pair_stats,pair_key,object,18969_P100001_P100002
fact_player_pair_stats,game_id,int64,18969
fact_player_pair_stats,player_1_id,object,P100001
fact_player_pair_stats,player_1_name,object,Sam Downs
fact_player_pair_stats,player_1_rating,float64,6.0
fact_player_pair_stats,player_2_id,object,P100002
fact_player_pair_stats,player_2_name,object,Kevin White
fact_player_pair_stats,player_2_rating,float64,4.0
fact_player_pair_stats,shifts_together,int64,14
fact_player_pair_stats,toi_together_seconds,int64,475
fact_player_pair_stats,combined_rating,float64,5.0
fact_player_pair_stats,home_team_id,object,N10008
fact_player_pair_stats,away_team_id,object,N10010
fact_player_period_stats,player_period_key,object,18969_P100001_1.0
fact_player_period_stats,game_id,int64,18969
fact_player_period_stats,player_id,object,P100001
fact_player_period_stats,period,int64,1
fact_player_period_stats,events,int64,62
fact_player_period_stats,shots,int64,3
fact_player_period_stats,goals,int64,0
fact_player_period_stats,passes,int64,17
fact_player_period_stats,turnovers,int64,5
fact_player_period_stats,period_id,object,P0001
fact_player_stats_advanced,player_game_key,object,PG1896900001
fact_player_stats_advanced,game_id,int64,18969
fact_player_stats_advanced,player_id,object,P100001
fact_player_stats_advanced,player_name,object,Sam Downs
fact_player_stats_advanced,corsi_for,int64,29
fact_player_stats_advanced,corsi_against,int64,39
fact_player_stats_advanced,fenwick_for,int64,22
fact_player_stats_advanced,fenwick_against,int64,29
fact_player_stats_advanced,cf_pct,float64,42.6
fact_player_stats_advanced,ff_pct,float64,43.1
fact_player_stats_advanced,on_ice_sh_pct,float64,3.4
fact_player_stats_advanced,on_ice_sv_pct,float64,115.4
fact_player_stats_advanced,pdo,float64,118.8
fact_player_stats_advanced,pdo_5v5,float64,100.0
fact_player_stats_advanced,goals_per_60,float64,0.0
fact_player_stats_advanced,assists_per_60,float64,0.0
fact_player_stats_advanced,points_per_60,float64,0.0
fact_player_stats_advanced,shots_per_60,float64,18.73
fact_player_stats_advanced,goals_per_60_playing,float64,0.0
fact_player_stats_advanced,assists_per_60_playing,float64,0.0
fact_player_stats_advanced,points_per_60_playing,float64,0.0
fact_player_stats_advanced,shots_per_60_playing,float64,20.82
fact_player_stats_core,player_game_key,object,PG1896900001
fact_player_stats_core,game_id,int64,18969
fact_player_stats_core,player_id,object,P100001
fact_player_stats_core,player_name,object,Sam Downs
fact_player_stats_core,goals,int64,0
fact_player_stats_core,assists,int64,0
fact_player_stats_core,points,int64,0
fact_player_stats_core,shots,int64,9
fact_player_stats_core,sog,int64,5
fact_player_stats_core,shots_blocked,int64,2
fact_player_stats_core,shots_missed,int64,1
fact_player_stats_core,shooting_pct,float64,0.0
fact_player_stats_core,blocks,int64,2
fact_player_stats_core,hits,int64,0
fact_player_stats_core,puck_battles,int64,1
fact_player_stats_core,puck_battle_wins,int64,0
fact_player_stats_core,retrievals,int64,20
fact_player_stats_defense,player_game_key,object,PG1896900001
fact_player_stats_defense,game_id,int64,18969
fact_player_stats_defense,player_id,object,P100001
fact_player_stats_defense,player_name,object,Sam Downs
fact_player_stats_defense,giveaways,int64,8
fact_player_stats_defense,takeaways,int64,3
fact_player_stats_defense,giveaways_bad,float64,1.0
fact_player_stats_defense,giveaways_neutral,float64,4.0
fact_player_stats_defense,giveaways_good,float64,3.0
fact_player_stats_defense,turnover_diff_adjusted,float64,3.0
fact_player_stats_defense,turnovers_oz,float64,3.0
fact_player_stats_defense,turnovers_nz,float64,4.0
fact_player_stats_defense,turnovers_dz,float64,1.0
fact_player_stats_defense,giveaway_rate_per_60,float64,16.65
fact_player_stats_defense,takeaway_rate_per_60,float64,6.24
fact_player_stats_defense,def_shots_against,int64,4
fact_player_stats_defense,def_goals_against,int64,0
fact_player_stats_defense,def_entries_allowed,int64,6
fact_player_stats_defense,def_exits_denied,int64,0
fact_player_stats_defense,def_times_beat_deke,int64,0
fact_player_stats_defense,def_times_beat_speed,int64,0
fact_player_stats_defense,def_times_beat_total,int64,0
fact_player_stats_defense,def_takeaways,int64,0
fact_player_stats_defense,def_forced_turnovers,int64,0
fact_player_stats_defense,def_zone_clears,int64,0
fact_player_stats_defense,def_blocked_shots,int64,0
fact_player_stats_defense,def_interceptions,int64,0
fact_player_stats_defense,def_stick_checks,int64,0
fact_player_stats_defense,def_poke_checks,int64,0
fact_player_stats_defense,def_body_checks,int64,0
fact_player_stats_defense,def_coverage_assignments,int64,0
fact_player_stats_defense,def_battles_won,int64,0
fact_player_stats_defense,def_battles_lost,int64,0
fact_player_stats_defense,poke_checks,int64,4
fact_player_stats_defense,stick_checks,int64,0
fact_player_stats_defense,block_attempts,int64,0
fact_player_stats_defense,blocked_shots_play,int64,0
fact_player_stats_defense,pressures,int64,0
fact_player_stats_defense,contains,int64,0
fact_player_stats_defense,forechecks,int64,0
fact_player_stats_defense,backchecks,int64,0
fact_player_stats_defense,box_outs,int64,0
